Time,R.ASIS.X,R.ASIS.Y,R.ASIS.Z,L.ASIS.X,L.ASIS.Y,L.ASIS.Z,V.Sacral.X,V.Sacral.Y,V.Sacral.Z,R.Thigh.Upper.X,R.Thigh.Upper.Y,R.Thigh.Upper.Z,R.Thigh.Front.X,R.Thigh.Front.Y,R.Thigh.Front.Z,R.Thigh.Rear.X,R.Thigh.Rear.Y,R.Thigh.Rear.Z,L.Thigh.Upper.X,L.Thigh.Upper.Y,L.Thigh.Upper.Z,L.Thigh.Front.X,L.Thigh.Front.Y,L.Thigh.Front.Z,L.Thigh.Rear.X,L.Thigh.Rear.Y,L.Thigh.Rear.Z,R.Shank.Upper.X,R.Shank.Upper.Y,R.Shank.Upper.Z,R.Shank.Front.X,R.Shank.Front.Y,R.Shank.Front.Z,R.Shank.Rear.X,R.Shank.Rear.Y,R.Shank.Rear.Z,L.Shank.Upper.X,L.Shank.Upper.Y,L.Shank.Upper.Z,L.Shank.Front.X,L.Shank.Front.Y,L.Shank.Front.Z,L.Shank.Rear.X,L.Shank.Rear.Y,L.Shank.Rear.Z,R.Heel.X,R.Heel.Y,R.Heel.Z,R.Midfoot.Sup.X,R.Midfoot.Sup.Y,R.Midfoot.Sup.Z,R.Midfoot.Lat.X,R.Midfoot.Lat.Y,R.Midfoot.Lat.Z,R.Toe.Tip.X,R.Toe.Tip.Y,R.Toe.Tip.Z,L.Heel.X,L.Heel.Y,L.Heel.Z,L.Midfoot.Sup.X,L.Midfoot.Sup.Y,L.Midfoot.Sup.Z,L.Midfoot.Lat.X,L.Midfoot.Lat.Y,L.Midfoot.Lat.Z,L.Toe.Tip.X,L.Toe.Tip.Y,L.Toe.Tip.Z,Sternum.X,Sternum.Y,Sternum.Z,R.Acromium.X,R.Acromium.Y,R.Acromium.Z,L.Acromium.X,L.Acromium.Y,L.Acromium.Z,R.Bicep.X,R.Bicep.Y,R.Bicep.Z,L.Bicep.X,L.Bicep.Y,L.Bicep.Z,R.Elbow.X,R.Elbow.Y,R.Elbow.Z,L.Elbow.X,L.Elbow.Y,L.Elbow.Z,R.Wrist.Med.X,R.Wrist.Med.Y,R.Wrist.Med.Z,R.Wrist.Lat.X,R.Wrist.Lat.Y,R.Wrist.Lat.Z,L.Wrist.Med.X,L.Wrist.Med.Y,L.Wrist.Med.Z,L.Wrist.Lat.X,L.Wrist.Lat.Y,L.Wrist.Lat.Z,R.Toe.Lat.X,R.Toe.Lat.Y,R.Toe.Lat.Z,R.Toe.Med.X,R.Toe.Med.Y,R.Toe.Med.Z,L.Toe.Lat.X,L.Toe.Lat.Y,L.Toe.Lat.Z,L.Toe.Med.X,L.Toe.Med.Y,L.Toe.Med.Z,R.Temple.X,R.Temple.Y,R.Temple.Z,L.Temple.X,L.Temple.Y,L.Temple.Z,Top.Head.X,Top.Head.Y,Top.Head.Z
1.9,610.03516,1042.57324,129.6434,607.80206,1028.72498,-130.71559,412.04169,1034.99036,18.41548,669.1684,740.61969,178.3455,742.26971,704.17328,80.30841,707.79071,624.13812,169.41351,471.53708,748.53265,-176.04604,553.88635,685.66632,-120.74895,438.11472,645.13721,-157.48712,709.48065,446.07312,157.89854,792.59503,434.63446,105.64602,747.85876,368.69659,165.99821,341.2023,447.3829,-151.01653,366.51389,380.44019,-100.62478,304.46347,416.26398,-156.821,769.0202,59.63794,90.26121,904.56079,103.87423,61.80857,899.11707,85.7089,167.55299,1047.26318,117.3814,105.99777,99.00433,123.33566,-55.32401,264.05856,84.80372,-26.07131,244.74504,68.46319,-121.17912,357.31729,43.71735,-46.88848,635.82886,1345.73108,8.38497,517.08752,1428.33545,211.60574,583.38544,1461.82324,-200.79243,495.75867,1230.26929,252.0528,624.81714,1228.25256,-230.31384,437.08359,1133.56262,271.44321,597.56708,1125.28552,-274.60184,558.83423,892.37671,279.34903,510.44702,880.62952,322.22226,772.43353,960.94531,-188.3524,745.40802,927.11359,-251.04771,989.34619,82.77299,183.89014,995.90729,96.99548,75.46587,293.27945,36.3718,-124.43866,317.03229,45.64081,-24.28938,683.20856,1587.86633,98.55325,700.0462,1596.53613,-39.51795,651.49518,1762.11389,37.42684
1.917,614.10919,1043.69116,131.51495,610.23468,1029.25427,-128.87679,416.04474,1034.90125,21.62554,673.10956,740.7854,180.3606,749.02515,707.48914,82.06326,711.745,625.1037,169.46213,475.78336,748.12561,-174.746,558.19843,684.75494,-120.86546,442.38773,644.55042,-156.83765,714.33075,448.2684,157.69023,798.39539,434.54434,103.10608,750.01886,369.45218,165.6133,343.65616,448.1582,-152.1212,365.72482,380.10397,-101.05268,306.2395,418.65588,-157.62846,753.64746,61.59105,89.84592,891.25073,96.26766,60.28879,885.38696,79.53697,166.13715,1035.27197,101.56565,103.73302,88.24869,135.88103,-57.14662,250.11806,87.50636,-26.95028,230.74353,70.35272,-122.70255,338.45444,43.57499,-46.61061,638.79907,1346.79382,12.91889,518.5838,1427.62512,216.26419,584.28265,1462.69543,-195.54349,499.54181,1228.50659,255.5807,626.47894,1229.45251,-226.17705,441.44916,1131.68066,274.36978,595.52081,1126.21912,-270.2402,564.42987,892.09479,281.61832,515.03906,878.8385,324.18088,765.33325,953.91351,-190.034,736.77118,923.04688,-252.84044,974.80573,71.62594,182.68623,982.24011,83.68626,73.79651,274.24039,36.02512,-123.96406,300.0694,44.81377,-23.99322,686.03699,1589.60486,102.7803,701.4173,1598.13379,-35.26448,651.55127,1763.63818,42.67004
1.933,618.85406,1045.24451,133.42432,614.79852,1030.28369,-127.17284,420.03702,1035.44507,24.69092,679.92596,742.99756,181.34676,754.72852,709.42249,82.98853,717.66541,627.10608,168.46271,481.98279,747.42664,-173.46991,564.89417,685.38513,-121.37891,449.43707,643.27362,-156.00833,717.6156,452.19604,159.48283,799.47015,433.91107,103.21162,751.88885,371.5502,166.68858,349.99713,448.59744,-152.04234,370.00681,379.38666,-102.71784,311.54086,420.91336,-158.89931,737.60876,63.63334,90.24367,876.84064,90.29555,59.51012,870.69775,74.6232,165.68996,1021.76001,88.15521,102.50016,80.4095,151.09715,-59.19344,237.54228,91.23063,-27.91864,217.48769,73.33043,-123.74162,320.69971,43.40281,-46.11485,640.71368,1348.33057,16.35009,521.60889,1427.44507,221.313,584.96466,1465.12561,-191.56561,503.68854,1227.90454,259.41183,626.3363,1230.59033,-222.32713,446.59311,1130.36694,277.51611,594.85791,1128.5061,-266.61594,570.0946,889.9649,283.19418,521.40417,877.5882,325.30499,757.25781,947.8205,-191.40245,727.22327,919.37219,-254.47643,958.01501,63.02232,183.18765,967.38953,73.01529,72.70856,256.11023,36.25825,-123.43676,283.69724,44.57438,-23.64153,686.87189,1591.79663,106.96089,701.27264,1600.91968,-31.27731,650.45923,1765.53455,46.97148
1.95,623.43579,1048.28186,135.05672,617.37366,1031.07617,-124.91547,423.81763,1036.31909,27.57822,686.15448,745.80048,182.53465,760.17834,711.91382,83.1286,725.05548,629.94861,169.65244,490.17563,746.22278,-172.40765,574.55688,685.58783,-121.21089,461.50143,641.85266,-155.95946,719.69702,454.11093,161.75368,799.12878,432.40567,102.54192,749.88275,372.44794,169.44662,360.19919,448.92685,-153.8002,376.18771,378.23944,-104.63625,320.76154,422.95343,-160.68825,720.86957,65.55462,91.19658,861.53357,85.98248,59.30066,855.10303,70.88926,165.98387,1006.82343,77.07091,102.0894,76.37951,169.24365,-61.29384,226.75539,96.27394,-28.98059,205.24356,78.17268,-124.34325,304.32254,42.9777,-45.58478,643.396,1351.15955,20.89548,524.7619,1428.65771,225.74323,586.26642,1467.56384,-186.61748,509.14377,1228.39185,263.06662,626.96863,1233.36475,-218.8688,452.42667,1129.54138,280.82703,592.75812,1131.44873,-262.40857,577.40521,889.81964,284.52878,527.49695,876.53882,327.43948,747.35852,940.64825,-193.28389,715.50922,916.01733,-256.52365,944.14551,56.0677,182.00859,951.54834,64.77813,72.05917,239.41238,37.56248,-123.15693,268.13232,45.3821,-23.48193,688.01776,1594.58215,110.79537,701.61163,1603.4386,-26.92887,650.70459,1767.74304,51.08053
1.967,627.18011,1049.81946,137.78352,618.578,1032.84863,-122.78753,427.17181,1037.28198,30.31125,690.25232,747.73315,184.26042,761.89178,711.90387,85.25762,728.67242,631.22626,171.18498,500.26749,744.45135,-171.58905,587.27667,685.37854,-121.04285,473.98669,639.05908,-157.03477,719.62726,454.8927,165.3322,794.87103,430.22656,104.46397,747.71155,372.52618,171.23349,376.24704,448.21841,-158.61909,387.43033,377.15634,-107.08619,333.96869,424.82434,-162.8015,703.51117,67.15761,92.36251,845.45435,83.0708,59.44811,838.65564,68.1961,166.66072,990.61426,68.11213,102.23546,77.09361,190.28645,-63.23508,218.40373,102.88161,-30.03874,194.92796,85.60066,-124.74249,289.3504,42.01232,-45.32342,646.14935,1353.66565,25.12616,527.487,1429.47266,230.46445,586.50128,1471.37024,-183.16075,512.61566,1228.95068,266.65976,626.36475,1235.40173,-215.17815,458.84827,1129.12634,284.27206,590.60162,1134.62378,-259.10477,583.9964,890.38342,287.45071,535.42145,876.5766,329.63171,738.39044,936.44476,-194.57646,703.85138,914.29468,-258.97107,926.72101,48.36149,181.24631,934.91626,58.58838,71.79319,224.59215,40.35686,-123.41716,253.69571,47.60042,-23.72638,689.45996,1597.54919,114.92419,702.45752,1605.35498,-23.63593,650.26843,1769.69934,55.36303
1.983,630.8598,1052.15906,140.21741,620.58966,1034.20886,-120.05701,429.88419,1038.28149,32.88036,692.89514,748.56793,187.38255,761.59692,711.21051,87.60137,726.57483,630.65588,175.01082,511.96832,742.29199,-170.94542,601.7243,686.50555,-122.62538,491.14914,634.57751,-158.61212,717.37585,455.9472,169.55743,790.20764,429.05322,105.42946,742.84283,371.88913,173.72887,395.58435,447.84161,-162.50772,401.14877,376.36804,-108.60883,350.85596,426.71719,-164.82388,685.68005,68.30288,93.34912,828.69885,81.20644,59.75861,821.39539,66.45425,167.36812,973.3432,61.22469,102.64778,83.38509,213.68155,-64.76842,213.20454,111.10818,-31.00884,187.86713,95.84299,-125.16647,275.89819,40.31657,-45.59236,648.37408,1355.81226,28.20765,530.51105,1431.75647,234.60294,588.05542,1473.4856,-178.47714,519.31512,1229.86133,270.5661,625.51831,1237.9082,-211.2561,465.78854,1129.09949,287.82507,586.63757,1138.28369,-255.45131,590.6405,890.5766,288.96353,544.30212,877.16296,332.03156,727.21057,931.48975,-197.46213,690.8653,913.20123,-260.79855,909.69061,43.92204,182.37421,917.62054,54.14445,71.85696,212.26855,44.93751,-124.32916,241.1252,51.50104,-24.49562,689.95789,1600.09045,118.91792,702.53485,1608.34021,-19.37939,650.13049,1772.25562,58.62554
2,633.1275,1053.85156,142.46182,622.57764,1036.09583,-117.23618,431.79849,1039.46802,35.25974,690.25134,748.30096,191.67511,760.72284,710.92072,91.22647,725.16907,630.69141,177.51498,524.78625,740.1405,-170.36732,618.59229,687.58295,-123.27323,510.58505,631.90234,-159.93336,711.48114,456.2265,170.8961,784.20898,427.17487,106.15002,735.04187,371.73203,175.44513,416.83133,447.43283,-162.73349,419.00317,375.95242,-109.61196,370.84998,428.90479,-166.34431,667.50031,68.9679,93.87676,811.35193,80.05795,60.09552,803.41455,65.49837,167.87764,955.28369,56.3883,103.05069,95.62897,238.23917,-65.63486,211.85968,120.76781,-31.93066,185.39088,108.51147,-125.82595,264.59531,38.18796,-46.53951,649.56403,1358.63123,30.85243,532.64459,1433.7196,238.47353,588.36877,1477.14172,-174.78053,525.51501,1230.92944,274.40363,623.07312,1240.24304,-207.75536,473.16147,1129.49243,291.45227,585.19617,1141.021,-250.97449,600.46338,891.54181,291.22153,552.43762,878.16797,334.29517,716.43481,927.96777,-200.27705,677.66016,912.48309,-263.30954,890.71973,42.38278,182.13039,899.7373,51.19696,72.09827,203.52182,51.56227,-125.75976,231.9019,57.30818,-25.79413,689.92975,1602.64087,121.9509,702.07916,1611.33252,-16.33253,649.44159,1774.45435,62.38029
2.017,633.6604,1055.71692,145.64249,623.99475,1037.28491,-114.67017,432.88391,1041.07007,37.48057,688.08765,748.98608,193.50241,757.08246,710.9212,95.46272,720.3573,632.10657,181.18651,538.12799,738.46991,-169.64754,634.19757,689.5603,-123.71967,532.98853,629.07092,-159.78012,701.18707,455.63614,172.0753,774.06403,425.80444,109.35875,722.68384,371.15842,176.1842,440.23129,446.53555,-163.24051,438.37225,376.2388,-110.13622,393.26855,431.68839,-167.18848,649.07129,69.24074,93.92106,793.4845,79.36191,60.39083,784.90137,65.0349,168.13156,936.74701,53.39363,103.30369,113.20316,262.20203,-65.61364,215.07895,131.47739,-32.92825,188.27518,122.70277,-126.79395,256.73816,36.65646,-48.2448,650.15216,1361.35205,33.69872,536.26825,1435.6875,242.42711,587.72296,1479.78467,-171.69768,530.67926,1232.5127,277.48917,620.7887,1242.99316,-204.52055,480.8252,1130.36426,295.09619,581.55914,1144.31409,-247.32681,610.28217,894.11749,293.45361,563.18231,879.45874,336.59857,706.01141,924.61908,-202.44142,664.60229,912.42224,-265.09293,872.51294,41.92026,183.01682,881.3302,49.41844,72.32568,199.80693,60.3786,-127.46479,228.04898,65.09621,-27.57002,690.78064,1605.08215,124.55373,702.25519,1614.22644,-13.61353,649.70074,1777.37268,65.86707
2.033,636.40302,1058.48608,148.32693,624.76367,1039.1062,-111.34505,433.25546,1043.23877,39.61055,684.03058,750.11987,197.32742,752.78308,710.49152,97.67169,713.57013,631.91003,183.56209,551.44312,737.72083,-168.5417,650.32214,693.49933,-124.1983,548.01807,627.49988,-159.27853,690.04657,455.97293,173.78198,762.80188,424.35522,112.22448,708.4491,371.07156,176.88736,464.59381,447.13626,-163.14307,460.65103,378.71332,-108.8191,417.25397,435.39478,-167.33662,630.47028,69.28305,93.66409,775.14868,78.92606,60.63126,766.086,64.76614,168.18922,917.99274,51.80044,103.43129,134.29128,283.57907,-64.54649,223.48743,142.67242,-34.06184,196.42021,137.21654,-127.81539,254.42706,37.25005,-50.73031,649.97321,1364.3208,35.03068,537.86066,1438.34619,245.20303,586.74872,1483.06006,-169.13942,537.66675,1234.66431,280.27762,618.49506,1245.33972,-202.97447,488.59024,1131.77954,298.67212,578.51495,1147.83276,-245.23447,619.67072,896.59253,294.47311,573.37872,881.21246,338.91663,693.49988,923.32996,-204.71472,651.83838,913.18011,-266.58923,855.18872,41.30887,182.29892,862.48224,48.4073,72.454,202.74066,71.22166,-129.36855,231.38708,74.54928,-29.78821,691.45117,1607.58093,127.17328,702.48169,1617.05847,-10.88072,649.02686,1779.97498,68.75999
2.05,635.80701,1061.52332,151.06377,625.42725,1041.77271,-108.6453,433.12265,1045.99133,41.67715,678.47412,750.17419,199.62837,746.04639,709.05066,101.3857,703.43158,630.60022,186.17482,564.35669,738.23755,-167.01839,664.67279,698.47205,-122.62507,560.8252,628.54089,-156.93286,677.96741,455.86844,174.67216,749.53815,423.55197,114.08801,694.55554,370.44272,178.31128,488.96463,450.36646,-162.66127,482.91531,381.31665,-107.44395,441.69336,440.29922,-166.76534,611.73596,69.27411,93.32922,756.39105,78.62247,60.83038,747.16901,64.51488,168.17357,899.14465,51.07896,103.52249,156.58075,300.69623,-62.41374,237.32382,153.60696,-35.2753,209.28027,150.87076,-128.47208,260.29752,41.13697,-53.91253,650.30847,1367.42407,36.66553,540.45105,1441.16797,247.20493,585.00189,1486.13232,-167.21367,543.13605,1237.04028,282.51401,617.90393,1247.9071,-201.43468,496.24844,1133.7771,302.10934,574.84552,1151.76331,-243.17921,630.30597,899.67859,296.38211,585.00616,884.10858,340.73047,682.7666,922.0144,-206.67451,639.88092,915.29926,-269.06705,835.3277,40.8836,182.48897,843.3396,47.83816,72.54102,213.67374,83.42195,-131.61638,242.77721,84.8465,-32.38525,691.38226,1611.22729,129.7133,702.32599,1620.38733,-9.43284,648.27887,1783.19153,71.15367
2.067,635.68616,1065.22583,153.95724,624.74054,1045.11609,-105.37286,432.69302,1049.22534,43.66271,672.45264,750.72986,202.15359,739.80792,708.3551,103.21131,694.46143,630.61475,187.85519,576.71259,740.16516,-165.29506,677.8595,705.10632,-120.85168,583.33057,631.08679,-157.41234,665.49664,456.16699,176.55415,736.95874,422.63907,114.6918,680.31427,370.10385,178.90836,514.13171,456.03754,-163.34184,505.1286,387.10519,-107.35708,465.50775,446.37195,-165.53632,592.88477,69.32214,93.08637,737.28192,78.38306,61.00357,728.27228,64.24511,168.22624,880.21771,50.77699,103.65082,178.54149,312.7048,-59.45637,256.2442,163.39569,-36.3955,226.63765,162.73341,-128.62814,276.12518,48.09301,-57.58317,649.98492,1370.56067,36.9713,540.98492,1444.13159,249.4808,582.80872,1489.34668,-167.15784,548.77521,1240.30847,284.54944,613.45587,1250.63831,-200.35657,503.62924,1136.34094,305.37778,569.74591,1154.60547,-242.01553,641.12561,904.2088,298.0885,595.29724,888.33594,343.36081,670.82031,922.17615,-207.62608,627.89709,917.59027,-269.55972,816.49762,40.81631,182.14859,824.1153,47.54418,72.6876,232.79417,95.68118,-134.24033,261.7645,94.78758,-35.15224,689.73956,1613.6283,129.9631,701.10913,1623.99426,-7.44644,648.12683,1786.31494,73.16011
2.083,633.78424,1067.96582,156.22755,624.82379,1049.31311,-103.35194,432.08292,1052.74976,45.52225,664.90222,751.5271,203.67484,731.56586,707.16107,105.39207,684.64612,631.20898,190.42725,588.45471,743.37903,-163.55046,691.026,712.51215,-118.79295,598.53217,633.68909,-156.00801,650.4361,456.45337,177.95514,721.08063,421.31143,117.37796,664.84399,369.99524,181.08765,535.63599,463.87595,-161.98332,526.97369,393.68558,-108.71606,488.04575,453.08871,-163.82791,573.91608,69.43822,93.02674,717.93799,78.19276,61.1584,709.40063,63.98699,168.40407,861.2088,50.59829,103.85746,200.0527,319.60745,-56.17652,279.47104,171.13609,-37.13381,248.58322,172.09019,-128.51404,301.37836,56.37104,-61.3703,650.32288,1374.60425,37.88639,544.21875,1448.88904,250.49437,580.03418,1491.84973,-165.64917,552.8053,1244.08569,286.32663,609.16223,1253.57739,-200.13921,510.65283,1139.38367,308.45618,563.41583,1157.95007,-240.59079,652.65637,909.82428,299.73798,606.6651,892.85278,345.40109,661.17731,924.07843,-208.96422,617.83295,920.55011,-270.82248,797.93109,40.82001,183.40205,805.021,47.4466,72.93781,258.57562,106.26894,-136.88661,286.80316,103.06639,-37.69376,690.6225,1617.45618,131.14041,700.77588,1627.47278,-6.36832,646.32538,1790.22583,75.07758
2.1,633.27014,1071.07727,158.89,625.14716,1053.87012,-101.0761,431.28842,1056.34143,47.16733,656.22076,752.19208,205.62378,720.93292,705.65137,107.78111,674.15594,632.04041,192.29199,599.45483,747.54761,-161.77531,703.58069,720.80347,-116.34328,614.79712,638.71924,-154.11542,635.25659,456.61157,179.81186,707.0611,421.2099,120.36784,647.43829,370.50168,182.66617,556.0592,471.18997,-159.40437,548.74353,399.31189,-107.36228,509.23926,459.59232,-161.81116,554.81421,69.61275,93.13572,698.51379,78.07265,61.29827,690.47272,63.74759,168.62518,842.1452,50.4006,104.13361,221.79065,321.80249,-53.17191,306.10144,176.12083,-37.23069,274.82938,178.36668,-128.34576,333.47397,63.74527,-64.69234,649.28217,1377.76392,37.49921,545.19708,1452.91333,251.52701,577.71753,1495.37793,-165.22446,558.11456,1247.8728,288.42828,603.84546,1256.57043,-199.77867,517.30255,1142.75281,311.31372,557.48529,1162.53406,-241.18373,661.97833,915.26758,300.74567,620.35242,898.87653,347.52963,650.90527,925.81378,-209.24271,607.96051,923.66174,-271.73355,778.27454,40.47174,182.84555,786.15497,47.47628,73.26326,288.50626,113.61577,-138.95308,316.01663,108.64567,-39.55931,690.10242,1621.07629,132.73416,700.37317,1631.2052,-5.65553,646.36621,1793.3446,76.09424
2.117,631.29132,1074.26477,161.9938,624.9126,1058.97839,-97.84988,430.23682,1059.80359,48.49548,647.88574,752.74268,208.20786,710.86218,704.82275,109.35426,661.19385,631.77448,195.64232,609.54816,752.26288,-159.91866,714.25897,728.92804,-114.20175,629.55249,645.12634,-153.09924,617.05011,456.70975,180.55852,689.52716,420.69385,122.33292,629.3092,370.17542,183.67609,577.5722,476.24475,-159.73683,572.25092,404.53375,-107.07603,529.51459,465.08456,-159.66818,535.59521,69.85515,93.31456,679.16461,78.05382,61.42707,671.4187,63.5165,168.77481,823.08881,50.17139,104.41635,244.3253,319.66321,-50.91454,335.3537,178.00603,-36.63608,304.54602,181.20021,-128.09744,369.50208,68.67321,-66.92519,646.96777,1380.50342,37.17536,545.48602,1456.74902,252.69159,573.87366,1498.797,-164.48579,562.0451,1252.21179,289.49194,598.23041,1260.02747,-200.7552,523.53754,1146.26965,313.94135,548.76788,1165.68982,-239.72662,673.63611,922.26373,301.25446,631.88629,904.04663,348.93527,641.97351,928.96637,-209.6283,598.80176,926.60663,-271.70212,760.31885,39.4306,182.86818,767.40625,47.55322,73.58897,320.67865,116.9297,-139.97554,348.02948,111.08813,-40.46063,689.60059,1624.20117,133.60326,699.52246,1635.01782,-5.42594,645.39075,1796.80737,76.74443
2.133,629.63904,1076.65613,165.02777,624.18335,1063.14624,-94.89066,428.87683,1062.99744,49.46502,639.38806,753.81384,209.76973,700.53021,703.49597,111.60088,647.94354,632.30585,196.44034,618.74634,757.1438,-157.99165,724.08746,737.63428,-111.56072,644.66266,650.16339,-152.15654,600.09186,457.10934,181.79675,672.46228,420.53012,124.25698,610.34192,370.78827,185.034,599.18494,480.63458,-157.26085,592.67523,409.06042,-104.63813,549.42029,469.12598,-157.63229,516.31396,70.15627,93.47918,660.0014,78.15086,61.54525,652.25372,63.31607,168.8354,804.10645,49.95485,104.63992,267.86765,313.44876,-49.56284,366.66415,176.81499,-35.50563,336.84985,180.52785,-127.66447,407.64368,70.68072,-67.75719,646.05072,1383.87402,37.68772,547.4469,1461.4541,252.8595,571.29388,1501.67725,-164.71301,566.18201,1255.61243,291.28897,592.07324,1262.17554,-200.92389,529.26129,1149.76892,316.36743,542.36676,1168.32263,-240.60849,684.77032,928.8819,301.30692,643.67102,910.38074,350.14398,633.5307,932.13623,-210.36148,589.85382,929.50031,-270.79257,740.87195,39.19582,183.5739,748.51282,47.58833,73.82614,354.70776,116.41091,-139.93686,382.26312,110.57838,-40.3763,688.78156,1627.50745,133.6843,698.53912,1638.12903,-5.40263,643.948,1799.67029,76.76261
2.15,628.18805,1078.60718,167.64586,623.62769,1066.55847,-91.91312,427.22415,1065.83496,50.1195,628.26471,754.87207,209.90103,690.77271,703.56665,112.75623,635.98743,632.46478,198.05501,627.23743,761.91504,-156.05121,734.33746,746.26019,-109.938,659.15387,655.62933,-151.43008,581.80103,457.61719,182.28732,655.56616,420.58188,125.83525,592.40955,371.02585,185.75368,618.06476,484.00623,-154.78345,614.34656,412.83826,-102.08047,569.12286,471.6778,-155.83977,497.02902,70.48324,93.60928,641.06097,78.3447,61.6416,633.0592,63.18348,168.86313,785.2193,49.74241,104.78453,292.50702,303.38785,-48.86071,399.66449,172.84647,-34.07642,371.22586,176.63663,-127.07353,447.3306,70.11549,-67.35474,644.31842,1387.20203,38.31408,547.30988,1465.06531,253.28055,568.15546,1503.39514,-164.54408,568.78479,1259.82629,292.44885,585.46118,1264.66431,-202.48373,534.36725,1153.10522,318.63187,533.94208,1171.74158,-242.21776,694.93164,935.84326,301.39227,655.28845,916.99933,350.62766,625.99976,935.08441,-210.009,582.07593,932.37451,-271.6333,722.37732,39.6007,184.14758,729.29865,47.51519,73.91928,391.12448,112.89753,-139.21072,418.6655,107.65929,-39.52419,688.06561,1630.98523,133.218,697.10327,1640.97852,-5.32459,642.53796,1802.72302,76.33907
2.167,624.76508,1079.76379,170.47124,622.63019,1069.13416,-89.46587,425.33218,1068.24902,50.55811,619.25085,755.5675,212.61548,679.92841,701.78131,114.94975,623.16742,633.21912,199.80093,635.14172,766.43469,-154.21268,743.58936,753.92303,-107.50394,670.08258,661.50165,-149.55991,565.27026,458.10675,183.06712,637.37848,420.1781,127.09253,574.47968,371.573,186.13676,634.46295,489.17987,-154.54225,635.96637,417.16284,-100.1905,588.25458,472.92294,-154.21674,477.83292,70.79437,93.69167,622.302,78.58199,61.69323,613.89746,63.13302,168.87527,766.38116,49.46777,104.86833,318.43271,289.74539,-48.30692,434.14487,166.54311,-32.59529,407.4855,170.1152,-126.47211,488.73462,67.74872,-66.19085,643.47894,1389.51819,38.44345,547.10809,1467.84399,254.12042,564.98779,1505.15063,-164.36673,572.58844,1262.76416,293.66913,579.79694,1266.39661,-202.35782,538.76801,1156.14294,320.75162,525.755,1173.93799,-241.67899,705.08221,944.11383,301.53229,665.65253,923.07703,350.77905,619.20898,937.89612,-210.02448,574.85522,934.88391,-271.46738,703.93292,38.96157,183.97011,709.83398,47.3261,73.87337,430.24475,107.27049,-138.21854,457.32581,102.95222,-38.29016,687.38007,1633.69312,132.83469,695.34424,1643.46863,-5.79576,640.91437,1804.57373,75.63043
2.183,622.6507,1081.07556,172.58083,621.59619,1071.94238,-87.48563,423.25916,1070.19299,50.89378,608.85742,755.62292,213.64685,670.38721,700.78955,115.93177,610.45483,632.8183,199.605,642.39813,770.62531,-152.62944,750.33032,761.42957,-105.1931,681.8291,667.38196,-148.60611,549.25055,458.1463,183.72906,623.47577,420.65195,128.66072,557.25989,371.54666,187.37318,650.87305,491.74719,-151.2606,656.0343,420.00055,-98.19723,606.31976,473.02411,-152.66127,458.86917,71.02313,93.6755,603.62665,78.79146,61.67881,594.76917,63.16048,168.82791,747.50409,49.10875,104.92431,345.94022,272.85022,-47.59838,470.0636,158.36348,-31.32664,445.45273,161.61739,-125.9873,532.19916,64.4064,-64.83301,643.12323,1391.2981,38.93101,546.51111,1470.73291,254.73111,562.35095,1506.43066,-164.5957,572.72626,1265.71582,294.47491,573.30261,1267.70972,-203.66925,542.42841,1158.76624,322.70682,519.31317,1175.85034,-242.13596,714.31482,951.58978,300.65469,677.19727,929.39496,351.13763,613.6499,940.99969,-210.57957,568.06958,936.0459,-270.60236,683.26892,38.44122,183.71988,690.33655,47.07173,73.73315,471.83127,100.19341,-137.26796,498.25482,97.01346,-37.11358,685.99298,1635.62915,132.58989,694.37244,1645.28955,-6.68295,638.75934,1806.69641,74.97923
2.2,619.06104,1081.05591,174.39307,619.87585,1072.573,-85.47517,421.07349,1071.6582,51.20615,599.013,755.41174,214.38167,660.98645,699.98248,117.79147,597.87317,633.05768,200.70258,648.85748,774.38861,-151.39615,755.52325,768.04382,-102.23776,690.58862,672.17352,-146.84871,533.10431,459.20654,183.61183,608.16125,420.02884,128.41797,541.27258,371.96655,186.95824,666.83862,493.39917,-148.30585,676.78113,422.94742,-96.16685,623.13647,472.00345,-151.25266,440.20795,71.12734,93.51236,584.91718,78.90778,61.59606,575.64258,63.23636,168.6888,728.521,48.72889,104.97929,375.34091,253.11676,-46.80912,507.61398,148.77571,-30.53487,484.84906,151.66116,-125.69049,577.75018,60.7336,-63.88387,643.19885,1392.9801,39.05947,545.51642,1472.58337,255.08173,560.30609,1506.4397,-163.98047,575.92493,1268.37891,296.05844,567.97174,1268.2937,-203.71782,545.43225,1160.88977,324.46576,510.82056,1177.35767,-241.98241,723.1181,958.98419,300.23947,687.86615,935.65948,350.62869,607.42688,943.59814,-210.42465,562.41791,937.64893,-269.94409,664.33032,38.73283,183.97739,670.99152,46.83341,73.57121,515.42682,92.23813,-136.65485,541.34052,90.32544,-36.37941,684.71631,1637.6167,131.60045,692.87164,1646.68396,-7.19394,636.28369,1808.02429,73.68827
